露營場名稱,縣市別,鄉/鎮/市/區,經度,緯度,地址,電話,手機,網站
林坡微步 露營區,南投縣,魚池鄉,120.9274923,23.899604,通文巷,,936289748,
森露快樂休閒營地(原頭社後尖山休閒營地),南投縣,魚池鄉,120.9014018,23.8205574,平和巷10號,,955067838,
祿野營地,南投縣,魚池鄉,120.9374628,23.9232223,香茶巷12-13號,,903728362,
日月潭貓囒山露營區,南投縣,魚池鄉,120.5539,23.5303,南投縣魚池鄉中明村有水巷22號,,919055082,
日月潭九蛙秘境露營區,南投縣,魚池鄉,120.8998404,23.8659603,中山路510巷9之22號,,972373259,https://www.facebook.com/profile.php?id=100063883309968
山宇晴莊園,南投縣,魚池鄉,120.9299845,23.9132079,通文巷54-16號,,910470887,https://www.facebook.com/shan.yu.qing5416/
暮沐露營小庄。Moonmood,南投縣,魚池鄉,120.88875,23.92054,華龍巷31號,,965106268,
半山秘境,南投縣,魚池鄉,120.9196136,23.89754604,無,,937852632,
山福情森露營區,南投縣,魚池鄉,120.8856009,23.9181587,華龍巷43-3號,,905399051,http://www.sfqs.com.tw/
威廉莊園露營區,南投縣,魚池鄉,120.9469362,23.8824813,永川巷,,933510320,
1-2號營地,南投縣,魚池鄉,120.9401302,23.8836216,南投縣魚池鄉東池村文武巷1-2號,,968335496,https://www.easycamp.com.tw/Store_2505.html
部落之丘 Camping,南投縣,魚池鄉,120.92423,23.98116,文正巷1-45號,,981823645,
鹿露露營區,南投縣,魚池鄉,120.94663,23.92617,新城村香茶巷28-5號,918373221,918373221,
念念小憩,南投縣,魚池鄉,120.95748,23.90304,聯絡地址：共和村長興巷27-6號,,925075185,
魚宙露營區,南投縣,魚池鄉,120.94453,23.89978,埔尾路,,978051515,
樂沐山林_親子友善露營區,南投縣,魚池鄉,120.960401,23.905887,五馬巷4號,,928366314,
梢楠林民宿露營,南投縣,魚池鄉,120.88949,23.91255,五城村華龍巷31-8號,,933658203,
一樂農場露營區,南投縣,魚池鄉,120.92236,23.90424,新城村通文巷7-6號,939079923,921300571,
仙聞營區,南投縣,魚池鄉,120.8913063,23.9035379,華龍巷73號,,966366199,https://www.facebook.com/sw477/?locale=zh_TW
空若水營地,南投縣,魚池鄉,120.9389994,23.889193,文武巷1-33號,,911448888,
享樂玩家,南投縣,魚池鄉,120.9547523,23.8909492,五馬巷2-3號,,908993555,https://www.facebook.com/play94236/
森林寓-露營區,南投縣,魚池鄉,120.9476414,23.8981379,東興巷19號,,921301290,
光隅Luminook,南投縣,魚池鄉,,,聯絡地址：中明村文正巷2-28號,968965538,968965538,
唯樂露營區,南投縣,魚池鄉,120.894982,23.825112,協力巷11-6號,,975086680,https://www.facebook.com/welove.camping006888
合興休閒營區,南投縣,魚池鄉,120.8911655,23.9039916,華龍巷73-1號,492899677,926771215,http://www.facebook.com/hophing731/
四心小草露營區,南投縣,魚池鄉,120.886002,23.918047,華龍巷43-16號,,921652067,
彩虹天空親子營地,南投縣,魚池鄉,120.9554733,23.9019668,五馬巷131號縣道8k處,963561621,925131837,https://m.icamping.app/store/thtk311
峇嵐杉丘 奢華露營,南投縣,魚池鄉,120.92088,23.88878,文正巷2之6號,492895688,989111447,
青螢露營區,南投縣,魚池鄉,120.8875308,23.8847203,五城巷十七號,,989300289,https://www.facebook.com/BlueFireflyCAMP/
樹樂露營區,南投縣,魚池鄉,120.9564817,23.9026739,五馬巷5-1號,,912131381,https://www.facebook.com/profile.php?id=100076331290695
森星林驛站,南投縣,魚池鄉,120.91124,23.89873,山楂腳巷5-36號,,913011099,
攝手座營地,南投縣,魚池鄉,120.8885007,23.9109135,華龍巷31-10號,,935318321,
親手窯茶莊營地,南投縣,魚池鄉,120.923295,23.8915592,烏山62號,24933603,,
日月潭夢想親子露營區,南投縣,魚池鄉,120.9228591,23.8840751,有水巷28-3號,,968695859,http://dreamcamptw.com/
涵香小屋露營驛站,南投縣,魚池鄉,120.9592329,23.9034896,五馬巷2之10號,,989032308,https://www.facebook.com/HS.hansiang/
田螺屋清新露營區,南投縣,魚池鄉,120.9222436,23.891547,文正巷5-3號,,937216579,
日月潭翠湖休閒渡假中心,南投縣,魚池鄉,120.9270622,23.8439381,中正路338-1號,,934190780,
日月潭齊樂事露營區,南投縣,魚池鄉,120.92815,23.84352,中正路336號,,977737732,
入樹村露營區,南投縣,魚池鄉,120.91949,23.91978,大雁巷31-7號,,928164649,
入森林露森林,南投縣,魚池鄉,120.956315,23.9015333,水埔產業道路131號,,975030983,https://www.facebook.com/camping131
拂水山莊,南投縣,魚池鄉,120.9586553,23.9037706,五馬巷2-15號,952000857,977173374,https://traiwan.com/official/booking.php?id=budawater
峰芢苑露營區,南投縣,魚池鄉,120.9413802,23.8800834,永川巷25之6號,,932336379,https://www.facebook.com/groups/477404315769534/?ref=bookmarks
香菇寮生態營地,南投縣,魚池鄉,120.8862529,23.914848,華龍巷41-2號,492895458,919736342,http://www.xianggu.com.tw/product_show.html?id=8541
帖泊喀露營區,南投縣,魚池鄉,120.9349366,23.8512141,中正路102號,,918611797,https://www.facebook.com/%E5%B8%96%E6%B3%8A%E5%96%80-636074496896774/
畢瓦客,南投縣,魚池鄉,120.9040157,23.8670377,中山路361-3號,492855168,927966568,https://www.biwak.com.tw/
居大雁,南投縣,魚池鄉,120.9171701,23.9229187,大雁巷41之33號,,933407021,https://www.facebook.com/chutayen/
梢楠園,南投縣,魚池鄉,120.8872515,23.9117819,華龍巷31-2號,492897119,921933219,http://greentrip.com.tw/
日月潭金龍山曙光營地,南投縣,魚池鄉,120.89767,23.90013,華龍巷14號,,918005858,
魚雅筑渡假村,南投縣,魚池鄉,120.88857,23.9091899,華龍巷56-1號,492895188,,http://www.fishlife.com.tw/
W.H窩,南投縣,鹿谷鄉,120.7301327,23.7720106,中正路三段686巷21號,963154168,933180839,https://www.facebook.com/worldhousecamp/
鳳凰渡假山莊,南投縣,鹿谷鄉,120.8226776,23.7108249,南投縣鹿谷鄉竹林村光復路174-67號,492677389,,
綠光之愛室內露營區,南投縣,鹿谷鄉,,,南投縣鹿谷鄉竹豐村中湖巷28之11號,,933474674,https://www.facebook.com/ï¼E5ï¼B0ï¼8Fï¼E5ï¼8Dï¼8Aï¼E5ï¼A4ï¼A9ï¼E7ï¼B6ï¼A0ï¼E5ï¼85ï¼89ï¼E4ï¼B9ï¼8Bï¼E6ï¼84ï¼9Bï¼E9ï¼9Cï¼B2ï¼E7ï¼87ï¼9Fï¼E5ï¼8Dï¼80-436804646508805/
鳳凰山日出湖秘密基地,南投縣,鹿谷鄉,120.7797251,23.7376436,鳳園路88之50號,,910662386,
和雅六分營地,南投縣,鹿谷鄉,120.77694,23.69763,和雅村愛鄉路39-42號,,910540958,
蟬說：溪頭生態露營區,南投縣,鹿谷鄉,120.797759,23.677726,森林巷9號,497008136,,https://www.chanshuo.tw/xitouecocamping/
錦屏之窗,南投縣,鹿谷鄉,120.7776786,23.7539212,南投縣鹿谷鄉和平巷20之2號,492750907,,https://www.facebook.com/profile.php?id=100064279172651
露‧山曉露營區,南投縣,鹿谷鄉,120.7725763,23.716353,愛鄉路98-16號,,979882918,https://www.facebook.com/126496351202953/
腳踏石地露營區,南投縣,鹿谷鄉,120.79211,23.76179,無,,972099935,
凍頂山露營農場,南投縣,鹿谷鄉,120.7659084,23.7480112,彰雅村凍頂巷33之2號,,932698832,https://www.facebook.com/349645295409588/photos/350080952032689/
山自在人文生態營地,南投縣,鹿谷鄉,120.77047,23.71263,和雅村愛鄉路97-45號,,919581555,
亨宿露營區,南投縣,鹿谷鄉,120.7429939,23.740638,光復路8之60號,,903090538,https://www.facebook.com/people/%E6%84%9B%E9%9C%B2%E7%87%9F-%E4%BA%A8%E5%AE%BF%E9%9C%B2%E7%87%9F/100063966816901/?sk=about
一陽露營區,南投縣,鹿谷鄉,120.7727741,23.690958,愛鄉路39之153號,,936964115,https://www.facebook.com/OneSunCampingTW
小半天休閒露營園區,南投縣,鹿谷鄉,120.7506292,23.7272444,中湖巷28之16號,,935056276,https://sbt.mmweb.tw/
桂香園露營區,南投縣,鹿谷鄉,120.7494306,23.7478744,南投縣鹿谷鄉中正路二段211巷19號,,,
野趣凍頂-奢華露營,南投縣,鹿谷鄉,120.7636399,23.74643593,凍頂村7-26號,,915310099,
楠林與露,南投縣,鹿谷鄉,120.7698552,23.72128063,竹林村愛鄉路101-17號,,953777383,
世外陶莊,南投縣,鹿谷鄉,120.7414875,23.7441421,鹿彰路45之300號,,935315471,http://angel.nantou.com.tw/
白雲朵朵•露營•,南投縣,鹿谷鄉,120.76381,23.7513,凍頂巷32-18號,,928053625,
溪頭和興露營區,南投縣,鹿谷鄉,120.772595,23.6934557,愛鄉路39-30號,,918124527,http://hexing-camp.ezgo.tw/
石盤阬露營區,南投縣,鹿谷鄉,120.7926819,23.7569613,秀林巷13-7號,,919835607,https://www.facebook.com/shihpankeng
小半天後花園自然生態園區,南投縣,鹿谷鄉,120.7468271,23.7175664,南投縣鹿谷鄉堀邊巷1-36號,492752869,,
能通農場露營區,南投縣,鹿谷鄉,120.77368,23.70349,愛鄉路64-1號,,921796881,
三生園生態露營區,南投縣,鹿谷鄉,120.7768762,23.7264494,民生巷8-1號,,919829135,https://www.facebook.com/people/%E4%B8%89%E7%94%9F%E5%9C%92%E7%94%9F%E6%85%8B%E9%9C%B2%E7%87%9F%E5%8D%80/100063611719109/
新初鄉847露營區,南投縣,鹿谷鄉,120.7406612,23.7612358,仁愛路256號,,988847848,http://847.ego.tw/
鹿過星境景觀露營區,南投縣,鹿谷鄉,120.736525,23.759452,中正路三段101之26號,,937723539,https://www.facebook.com/L0492750849/
集集對岸農場露營區,南投縣,集集鎮,120.8084179,23.8297355,梨頭巷26號,928177277,939336906,https://www.facebook.com/jan9033/
集元果觀光工廠露營區,南投縣,集集鎮,120.814285,23.825049,大坪巷38號,492764562,,http://www.jijibanana.net/
賽嘉國小露營場,屏東縣,三地門鄉,120.639444,22.743069,屏東縣三地門鄉賽嘉村2號,87992220,,
青葉國小露營場,屏東縣,三地門鄉,120.639123,22.837692,屏東縣三地門鄉青葉村光復巷1之2號,,,https://www.cyes.ptc.edu.tw/nss/p/index
六堆園區露營區,屏東縣,內埔鄉,120.5566853,22.66181889,信義路588號,87230100,,https://thcdc.hakka.gov.tw/8268/
Nasi深呼吸,屏東縣,牡丹鄉,,,,,,
君伯園露營區,屏東縣,牡丹鄉,120.87779,22.18936,旭海路99-1號,,,
左岸民宿露營區,屏東縣,牡丹鄉,120.88789,22.1932,,,,
華園鄉村民宿露營區,屏東縣,牡丹鄉,120.74675,22.10094,,,938771758,https://www.facebook.com/huayuanbnbfb/?locale=zh_TW
旭海舞浪園露營區,屏東縣,牡丹鄉,120.87699,22.19186,旭海路95之6號945,,927319395,https://www.facebook.com/profile.php?id=100063717769029
kikiu綠地露營區,屏東縣,牡丹鄉,120.77555,22.12759,牡丹鄉石門村1-14號,,920386288,https://www.facebook.com/groups/1574104066146056/
九大露營區,屏東縣,牡丹鄉,120.88593,22.19345,旭海路1-16號,,,
河畔露營區,屏東縣,牡丹鄉,120.7478664,22.1013319,大梅路1之20號,,989705959,
悠客驛境露營區,屏東縣,車城鄉,120.73437,22.07659,統埔路23-1號,,,
屏東車城_保力林場,屏東縣,車城鄉,,,,,,
同學農場-大角天文小鎮,屏東縣,里港鄉,120.5303677,22.83272047,土庫村東榮巷32-10號,76831115,,https://www.facebook.com/profile.php?id=100057638851283
思樂谷,屏東縣,來義鄉,,,,,,
嘉後休閒農園,屏東縣,來義鄉,120.656285,22.55977198,,,,
根源自然生態休閒農場,屏東縣,恆春鎮,120.7242004,22.0539798,946屏東縣恆春鎮省北路二段568號,88897858,,https://www.facebook.com/source.farm00
海山露營區,屏東縣,恆春鎮,120.8482643,21.91121807,屏東縣恆春鎮砂島路200-2號,,,
快樂白沙露營區,屏東縣,恆春鎮,120.715985,21.93672304,,,,
OâGLAMPING墾丁貓鼻頭露營莊園,屏東縣,恆春鎮,120.736044,21.92448784,94645屏東縣恆春鎮下泉路90號,88866669,911430688,http://www.oglamping.com/
趣漫步休閒農場,屏東縣,恆春鎮,120.713296,21.942461,屏東縣恆春鎮水泉里12鄰樹林路1之10號,88866558,,https://www.bayforesthotel.com/camping/
阿信巧克力休閒農場,屏東縣,恆春鎮,120.705406,21.997752,屏東縣恆春鎮萬里路27-8號,88869696,,http://www.taiwanchoco.com.tw/
沙島露營區,屏東縣,恆春鎮,120.8483567,21.91243091,屏東縣恆春鎮砂島路200號之1,,,
青山露營區,屏東縣,恆春鎮,120.8479736,21.91443645,砂島路234-3號,,,
墾丁遊憩學苑露營場,屏東縣,恆春鎮,120.719752,21.996552,德和里9鄰德和路702巷12號,,922516598,
大漢山休閒農場,屏東縣,春日鄉,120.6483995,22.3898267,春日鄉春日村春日路67號,,911934682,
雕瓦納休閒露營區,屏東縣,泰武鄉,120.6501113,22.56885528,泰武鄉武潭段601-2地號、來義鄉古樓段381地號,,,
地福露安休閒露營區,屏東縣,泰武鄉,120.6792616,22.59202911,良武巷132號,,,
屏東泰武_大武山休閒農場(民宿),屏東縣,泰武鄉,,,,,,
日光境露營區,屏東縣,泰武鄉,120.6508782,22.5984447,,,,
綠野遊蹤民宿露營區,屏東縣,高樹鄉,120.6423085,22.87038579,新豐村義興路16-1號,,,
松秀雅筑,屏東縣,高樹鄉,120.622509,22.74180791,廣興村祥興街179號,,,
屏東高樹_大路觀主題樂園,屏東縣,高樹鄉,120.62648,22.73749,屏東縣高樹鄉中正路188號,87956611,,https://www.dalukuanland.com/
獅頭庄水農場,屏東縣,新埤鄉,120.609,22.467,屏東縣新埤鄉進化路12之156號,,,
穎達生態休閒農場,屏東縣,萬巒鄉,120.612335,22.631323,屏東縣萬巒鄉新安路52號,87990383,,https://www.facebook.com/indafarm/posts/2569051519906096
和華園休閒農場,屏東縣,萬巒鄉,120.6051138,22.594094,五溝村東興路66之1號,,,
碧連天農場,屏東縣,滿州鄉,120.8314116,22.03568697,,,,
蒙馬羅露營農莊,屏東縣,滿州鄉,120.8011133,21.98804639,永南路20-7號,,,
卡拉達然露營區,屏東縣,瑪家鄉,120.6791854,22.67019704,,,,
獵人驛站,屏東縣,瑪家鄉,120.6809172,22.66660473,,,,
桃花園,屏東縣,瑪家鄉,120.682767,22.66567149,,,,
長榮百合國小露營場,屏東縣,瑪家鄉,120.642799,22.698502,屏東縣瑪家鄉瑪家村和平路一段65號,,,https://www.eles.ptc.edu.tw/nss/p/index
屏東潮州_8大森林樂園,屏東縣,潮州鎮,120.558004,22.547514,屏東縣潮州鎮潮州路800號,87898822,,https://www.facebook.com/bada.com.tw/
冒煙屋,屏東縣,霧臺鄉,120.7297042,22.75056357,神山巷38號,,,
霧台山莊,屏東縣,霧臺鄉,120.7290859,22.74356774,屏東縣霧台鄉中山巷87-4號,,,
神山民宿山莊,屏東縣,霧臺鄉,120.7278091,22.75304816,屏東縣霧台鄉神山巷1-16號,,,
柚園生態休閒農場,屏東縣,麟洛鄉,120.5550435,22.66597118,麟洛鄉民族路435-2號,87214446,,http://yoyuan.blogspot.tw/
諾維琪露營基地,苗栗縣,三義鄉,120.797029,24.361682,龍騰村9鄰草排10-1號,,905130059,https://norwich.epo.tw/?.p=HjEY
杉棲山。旭 豪華露營,苗栗縣,三義鄉,120.76248,24.38661,,,972143213,
五福山莊,苗栗縣,三義鄉,120.793316,24.372816,龍騰村草排12鄰40號,,912964383,https://www.easycamp.com.tw/Store_2432.html
半月彎露營區,苗栗縣,三義鄉,120.809814,24.387728,苗栗縣三義鄉雙潭村崩山下80之6號,37873887,,http://www.halfmoonbent.com.tw/reserve.php
彩園親子露營區,苗栗縣,三義鄉,120.804995,24.383947,苗栗縣三義鄉大通公路12號,,932953898,https://m.facebook.com/profile.php?id=1753773234947251
不遠露營度假山莊,苗栗縣,三義鄉,120.785431,24.39526,雙連潭9鄰199號,,918833021,https://www.close-2.com/content/campinfo
斷橋部落．輕奢露營,苗栗縣,三義鄉,120.774177,24.355957,三義鄉龍騰村外庄40號,,933403833,https://www.brokenbridgetribecmap.com/?lang=tw
龍騰讚露營趣,苗栗縣,三義鄉,120.773342,24.359479,苗栗縣三義鄉外庄20號之三,,933549269,https://m.icamping.app/store/ltz353
溫馨農場露營區,苗栗縣,三義鄉,120.81745,24.38734,苗栗縣三義鄉雙潭村16鄰崩山下38號,37871551,912668450,https://www.easycamp.com.tw/Store_2282.html
雲想家露營商行,苗栗縣,三義鄉,120.806614,24.386799,雙潭村15鄰崩山下36-8號,,903012963,http://www.queenyscottages.com/
依杉林露營區,苗栗縣,三義鄉,120.778412,24.409259,雙潭村8鄰雙連潭102號,,988557085,https://www.facebook.com/k5886/
山板樵休閒農場,苗栗縣,三義鄉,120.74934,24.376809,苗栗縣三義鄉雙潭村雙連潭138號,37875766,,https://bmr.bluemagpie.com.tw/index.htm
關刀山景庭露營區,苗栗縣,三義鄉,120.813852,24.387071,苗栗縣三義鄉双潭村崩山下16鄰88號,,928651428,https://www.easycamp.com.tw/Store_2160.html
春田窯陶藝休閒渡假園,苗栗縣,三義鄉,120.79922,24.40941,三義鄉雙潭村大坪7號,37877820,982777675,https://www.facebook.com/springkiln/
貝岩居農場/山谷露營區,苗栗縣,三義鄉,120.777405,24.376797,苗栗縣三義鄉龍騰村13鄰龍鰧3號,,933980007,https://www.facebook.com/BeiYanJu/
棠春休閒莊園,苗栗縣,三灣鄉,121.003793,24.653003,苗栗縣三灣鄉竹湖15-1號,37832606,,https://www.facebook.com/TangChunCamping/
三號秘境露營區,苗栗縣,三灣鄉,120.946496,24.633351,苗栗縣三灣鄉16-2號,,925143229,https://www.facebook.com/NO.3CAMP/?locale=zh_TW
八號仙境(2館)露營區,苗栗縣,三灣鄉,120.966009,24.596467,352苗栗縣三灣鄉15-2號,,933835181,http://www.sianjingshan.com/
斑比跳跳,苗栗縣,三灣鄉,120.965788,24.64447,苗栗縣三灣鄉小北埔27號,,932093859,https://iglamping.tw/
神農渡假農場,苗栗縣,三灣鄉,120.951768,24.672585,苗栗縣三灣鄉內灣村小份美12號,,937800057,http://www.shennong.tw/
林翰(逗點露營場),苗栗縣,三灣鄉,120.959308,24.667906,內灣村龍峎頂5-17號,929133980,978391613,https://www.hipoutdoor.com/Comma/campsite.aspx
自由之丘露營地,苗栗縣,三灣鄉,120.96072,24.66961,內灣村1鄰龍峎6-2號,,979076679,https://www.hillfreedom.com/
水漾森林露營場,苗栗縣,三灣鄉,120.9596393,24.64645066,苗栗縣三灣鄉北埔村小北埔7鄰2-13號,,911000855,https://m.icamping.app/store/sysl389
鄉町露營區,苗栗縣,三灣鄉,120.979977,24.668572,苗栗縣三灣鄉大銅鑼圈88號,,928020933,https://www.easycamp.com.tw/Store_2461.html
小份美營地,苗栗縣,三灣鄉,120.951161,24.669959,小份美20-1 號,,911892891,https://www.hipoutdoor.com/Bpol/campsite.aspx
微笑山丘,苗栗縣,大湖鄉,120.861392,24.39544,義和村和興22-5號,,919320680,https://www.smilecamping.com.tw/
楓葉情露營區,苗栗縣,大湖鄉,120.887528,24.37859,東興產業道路27號,,931173075,http://m.easycamp.com.tw/
雲霧灣灣,苗栗縣,大湖鄉,120.8282,24.38745,栗林村薑麻園9號,,900781080,https://cloudybay.130.com.tw/
山美學,苗栗縣,大湖鄉,120.874507,24.3645,武榮村 8 鄰坑美寮 39 之 5 號,,900377828,https://www.kkday.com/zh-tw/product/30331
老官道休閒農場,苗栗縣,大湖鄉,120.831408,24.348961,苗栗縣大湖鄉新開村5鄰新開12之1號,37951784,,https://www.facebook.com/sky951784/
薑麻露易,苗栗縣,大湖鄉,120.82261,24.38502,,48537358,,
一遊味境親子露營區,苗栗縣,大湖鄉,120.9005261,24.41210292,大南村反水3-6號,,921249177,https://www.facebook.com/enjoyforcamping
Coffee Industry｜Camp Sora露營區,苗栗縣,大湖鄉,120.844881,24.363631,竹橋20號,,979538823,https://www.campsora.com/
花香果樂,苗栗縣,大湖鄉,120.860817,24.37627,水流東路1之19號,,912750393,https://www.facebook.com/p/%E6%84%9B%E9%9C%B2%E7%87%9F-%E8%8A%B1%E9%A6%99%E6%9E%9C%E6%A8%82%E9%9C%B2%E7%87%9F%E5%8D%80-100076812488229/?locale=zh_TW
熊班長小團露,苗栗縣,大湖鄉,120.904233,24.420093,小南勢43號,,912380080,https://www.facebook.com/Bearscaptain/
夏綠地露營區,苗栗縣,大湖鄉,120.8818,24.38601,東興村小邦2鄰34-10號,,918360365,https://www.evergreen-glamping.com/?gad_source=1&gclid=EAIaIQobChMIo-jJ6MyvhwMVw1oPAh1nmSg3EAAYASAAEgKvAvD_BwE
天恩農莊畫家咖啡屋,苗栗縣,大湖鄉,120.85323,24.433139,芎蕉坑20號,37993472,912392679,https://www.facebook.com/TianEnNongZhuangHuaJiaKaFeiWu/
苗栗筑林居露營區,苗栗縣,大湖鄉,120.842077,24.418795,,,921978055,
福人居民宿,苗栗縣,大湖鄉,120.906707,24.412334,大南勢32-1號,,912379579,https://www.easycamp.com.tw/Store_2283.html
石門客棧休閒農場露營區,苗栗縣,大湖鄉,120.84489,24.363551,栗林村竹橋20號,,931193427,https://www.facebook.com/shimen.77/?locale=zh_TW
社寮角露營區,苗栗縣,大湖鄉,120.880664,24.427537,,,912861289,https://miaolicamping.simplybook.asia/v2/
禾森 Ichigo 露營區,苗栗縣,大湖鄉,120.899415,24.417942,苗栗縣大湖鄉大南村小南勢69-15號,,936244624,https://www.hosenichigo.com/
迎客山,苗栗縣,大湖鄉,120.90374,24.40994,大南村7鄰8之12號,,932283419,https://www.facebook.com/yingke2023
山之間,苗栗縣,大湖鄉,120.839522,24.362258,開村7鄰雙坑 27 號,,902313768,https://www.facebook.com/p/%E5%B1%B1%E4%B9%8B%E9%96%93-100064181708328/?locale=zh_TW&_rdr
四季非露不可 (豪華野營/一般營位),苗栗縣,大湖鄉,120.879301,24.374503,坪林道路八十之六號,,972607103,https://www.easycamp.com.tw/Store_1981.html
微笑山妍,苗栗縣,大湖鄉,120.89189,24.42768,大湖段 208-40地號,988128992,929995511,https://www.facebook.com/BeautifulCampingTW
天藍露營區,苗栗縣,大湖鄉,120.862229,24.37349,武榮村4鄰23-10號,,933545047,https://www.easycamp.com.tw/Store_2345.html
吾山居(原 瑪菈棒露營區),苗栗縣,大湖鄉,120.891401,24.371789,苗栗縣大湖鄉大寮村,,937591244,https://www.facebook.com/groups/2491691514414917/
馬拉邦渡假山莊,苗栗縣,大湖鄉,120.900113,24.364208,苗栗縣大湖鄉東興村上湖87號,37996889,,https://manapan.okgo.tw/
雲霧肖楠森林樹屋露營,苗栗縣,大湖鄉,120.83854,24.40152,苗栗縣大湖鄉細邦道23號,,903168958,https://www.facebook.com/greentrip2/?locale=zh_TW
Mele Hula 音樂之舞藝術露營區,苗栗縣,大湖鄉,120.814475,24.351082,新開村網形16-10號,,925688686,https://www.facebook.com/MeleHulacamping/
彩雲露螢谷露營區,苗栗縣,大湖鄉,120.871639,24.377595,武榮村坑美寮一鄰七號,,910195622,
祺立農場大獅露營區,苗栗縣,大湖鄉,120.892401,24.443636,苗栗縣大湖鄉苗62縣道2公里處,,928388056,https://0928388056.wixsite.com/camp
紮營趣,苗栗縣,大湖鄉,120.906456,24.4092,大南村8鄰 大南勢34-1號,,928196657,https://www.facebook.com/gocamp168/
嵐湖休閒農場,苗栗縣,大湖鄉,120.842326,24.360644,苗栗縣大湖鄉新開村7鄰雙坑27-1號,,928681629,https://www.facebook.com/aa0928681629/
大南之美露營區,苗栗縣,大湖鄉,120.908965,24.405162,苗栗縣大湖鄉大南村大南勢57號,,937502979,https://m.icamping.app/store/dnjm469
桃源山城,苗栗縣,大湖鄉,120.8233,24.38505,栗林村薑麻園16號,,952370882,https://www.facebook.com/p/%E6%A1%83%E6%BA%90%E5%B1%B1%E5%9F%8E%E9%9C%B2%E7%87%9F%E5%8D%80-100064001319973/
瑪那邦之星-蟲蟲生態營地,苗栗縣,大湖鄉,120.901205,24.368093,東興村12鄰上湖31號,,968241561,https://www.facebook.com/WINDandCLOUDcamping/?ref=bookmarks
彩雲親子露營區,苗栗縣,大湖鄉,,,,,,
東和露營區,苗栗縣,大湖鄉,120.8935569,24.38557077,苗栗縣大湖鄉東興村,424716284,,https://www.easycamp.com.tw/Store_2495.html
星光湖畔野奢露營區,苗栗縣,大湖鄉,120.78032,24.34825,,,981123320,
新美休閒農場,苗栗縣,大湖鄉,120.826306,24.384639,苗栗縣大湖鄉栗林村10鄰薑麻園8號,37951196,,http://yu-huo-yi-jing.mmweb.tw/?ptype=n2p
再露營露營區,苗栗縣,公館鄉,120.837872,24.48314867,福星村227-1 號,,911833908,
金滿山露營山莊,苗栗縣,公館鄉,120.859431,24.50503,苗栗縣公館鄉仁安村仁安219-1號,,932677646,https://www.facebook.com/%E9%87%91%E6%BB%BF%E5%B1%B1%E9%9C%B2%E7%87%9F%E5%B1%B1%E8%8E%8A-591426951021366/
劉緯軒,苗栗縣,公館鄉,120.84068,24.45856,,,911122328,https://www.facebook.com/bigmountain037
奈思寵物nice露營區,苗栗縣,公館鄉,120.86767,24.514052,南河村9鄰98-12號,,975884112,https://woodsecret.weebly.com/32879320972604124335.html
小日子露營區,苗栗縣,公館鄉,120.842031,24.540768,尖山74-1號,,918380365,https://www.simplelifecamp.com.tw/
衝到山上去放空,苗栗縣,公館鄉,120.839576,24.483024,福星村福星227-3號,,961398628,https://go2mountain.tw/
樹語星晴(北歐鐘型帳),苗栗縣,公館鄉,,,,,,
日旺休閒露營區,苗栗縣,公館鄉,120.886596,24.520092,18鄰北河186-3號,,910371234,https://www.facebook.com/RiWangCAMPING/
碳森林露營區,苗栗縣,公館鄉,120.886854,24.519324,尖山村8鄰196號,937876152,,https://www.facebook.com/campinforest2412/
童露人,苗栗縣,公館鄉,120.84274,24.54638,,,920019887,
樹語星晴露營區,苗栗縣,公館鄉,120.838909,24.483168,"福星村7鄰227之8號,",,938519835,https://www.facebook.com/AllanShen888
元點貓貍休閒莊園,苗栗縣,公館鄉,120.87505,24.49908,大坑村273之1號,,933532572,
綠野神農休閒民宿露營區,苗栗縣,公館鄉,120.845265,24.514763,苗栗縣公館鄉仁安村9鄰仁安122-28號,,912223458,http://www.luye2014.com/
大山清境露營區,苗栗縣,公館鄉,120.84132,24.45868,,,911122328,
築鄉霖露營區,苗栗縣,公館鄉,120.8224,24.49744,館南村206之1號,,975016966,https://www.easycamp.com.tw/Store_2057.html
跳跳城堡,苗栗縣,公館鄉,120.839407,24.483585,福星村福星7鄰227號,,912953255,https://www.facebook.com/dreamcastel888/
桃樂絲露營區,苗栗縣,公館鄉,120.841096,24.546198,尖山村尖山40號,,918380365,http://www.dorothycamp.com.tw/
拍片場,苗栗縣,公館鄉,120.849154,24.453391,開礦村開礦 26-26 號,,919664780,https://camping5261.epo.tw/
樹語星宇(北歐露營車）,苗栗縣,公館鄉,120.84528,24.4578,,,978317098,
橄欖莊園,苗栗縣,公館鄉,120.840672,24.458214,,222527966,,https://www.easycamp.com.tw/Store_2598.html
四方鮮乳休閒農場,苗栗縣,竹南鎮,120.892785,24.724204,崎頂里崎頂里12鄰東崎頂9-6號,37584743,,https://www.facebook.com/fourwaysranch/?locale=zh_TW
祕密花園露營區,苗栗縣,西湖鄉,120.78591,24.551592,苗栗縣西湖鄉金獅村茶亭6-1號,,937220911,https://m.icamping.app/store/xhmmhy093
湖櫻養生休閒農場,苗栗縣,西湖鄉,120.781347,24.556341,苗栗縣西湖鄉金獅村8鄰杜石地10號,,919580580,https://www.kongfu.com.tw/
